name,Country,Gender,Sport,Discipline,Event,Year
Igor Dobrovolski,URS,Men,Football,Football,football,1988
Lachlan Dreher,AUS,Men,Hockey,Hockey,hockey,1992&1996&2000
Juan Perez,ESP,Men,Handball,Handball,handball,1996&2000
Wayne Mccullough,IRL,Men,Boxing,Boxing,51 - 54kg (bantamweight),1992
Naomi Matsumoto,JPN,Women,Softball,Softball,softball,2000
Walter Herrmann,ARG,Men,Basketball,Basketball,basketball,2004
Logan Tom,USA,Women,Volleyball,Volleyball,volleyball,2008
Gheorghe Danielov,ROU,Men,Canoe,Canoe,C-2 1000m (canoe double),1976
Soon-Ok Lee,KOR,Women,Volleyball,Volleyball,volleyball,1976
Vukica Mitic,YUG,Women,Basketball,Basketball,basketball,1980
Eun-Jung Shim,KOR,Women,Badminton,Badminton,doubles,1992
Dominique Van roost,BEL,Women,Tennis,Tennis,doubles,2000
Svetlana Baitova,URS,Women,Gymnastics,Artistic G.,team competition,1988
Richard Jefferson,USA,Men,Basketball,Basketball,basketball,2004
Derek Mills,USA,Men,Athletics,Athletics,4x400m relay,1996
Artur Ullrich,GDR,Men,Football,Football,football,1980
Ludwig Paischer,AUT,Men,Judo,Judo,- 60 kg,2008
Johanna Sjoberg,SWE,Women,Aquatics,Swimming,4x100m freestyle relay,2000
Andrius Jurkunas,LTU,Men,Basketball,Basketball,basketball,1996
Wayne Hammond,AUS,Men,Hockey,Hockey,hockey,1976
Jaouad Gharib,MAR,Men,Athletics,Athletics,marathon,2008
Imjeong Choi,KOR,Women,Handball,Handball,handball,2008
Tulio Diaz babier,CUB,Men,Fencing,Fencing,foil team,1992
Magomed Aripgadjiev,BLR,Men,Boxing,Boxing,75 - 81kg (light-heavyweight),2004
Luka Grubor,GBR,Men,Rowing,Rowing,eight with coxswain (8+),2000
Veniamin But,URS,Men,Rowing,Rowing,eight with coxswain (8+),1988
Mai Nakamura,JPN,Women,Aquatics,Swimming,100m backstroke&4x100m medley relay,2000
Ellen Stropahl-streidt,GDR,Women,Athletics,Athletics,400m&4x400m relay,1976
Lars Conrad,GER,Men,Aquatics,Swimming,4x100m medley relay,2004
Zhi-Qiang Xu,CHN,Men,Gymnastics,Artistic G.,team competition,1984
Robert Richards,AUS,Men,Rowing,Rowing,lightweight coxless four (4-),2000
Oleg Zagorodnev,URS,Men,Hockey,Hockey,hockey,1980
Zhen Chen,CHN,Women,Handball,Handball,handball,1984
Andrei Tishchenko,URS,Men,Rowing,Rowing,eight with coxswain (8+),1980
Frank Fredericks,NAM,Men,Athletics,Athletics,100m&200m,1992&1996
Malcolm Douglas Cooper,GBR,Men,Shooting,Shooting,50m rifle 3 positions (3x40 shots),1984&1988
Annemiek De haan,NED,Women,Rowing,Rowing,eight with coxswain (8+),2004&2008
Donald Stanley Haldeman,USA,Men,Shooting,Shooting,trap (125 targets),1976
Gerhard Petritsch,AUT,Men,Shooting,Shooting,25m rapid fire pistol (60 shots),1980
John Richard Terwilliger,USA,Men,Rowing,Rowing,eight with coxswain (8+),1984
Richard John Carey,USA,Men,Aquatics,Swimming,100m backstroke&200m backstroke&4x100m medley relay,1984
Tamer Bayoumi,EGY,Men,Taekwondo,Taekwondo,- 58 kg,2004
Angelica Aposteanu,ROU,Women,Rowing,Rowing,eight with coxswain (8+),1980
Taner Sagir,TUR,Men,Weightlifting,Weightlifting,77kg,2004
Christian Schreier,FRG,Men,Football,Football,football,1988
Nelson Kerchner,BRA,Men,Football,Football,football,1988
Zhanbo Jia,CHN,Men,Shooting,Shooting,50m rifle 3 positions (3x40 shots),2004
Natalia Zassoulskaia,EUN,Women,Basketball,Basketball,basketball,1992
David Ottley,GBR,Men,Athletics,Athletics,javelin throw,1984
Colleen Lanne,USA,Women,Aquatics,Swimming,4x100m freestyle relay,2004
Pieter De zwarte,NED,Men,Aquatics,Water polo,water polo,1976
Mikhail Nestruev,RUS,Men,Shooting,Shooting,10m air pistol (60 shots)&50m pistol (60 shots),2004
Kevin Garnett,USA,Men,Basketball,Basketball,basketball,2000
Jonathan Richards,GBR,Men,Sailing,Sailing,flying dutchman,1984
Oxana Rakhmatulina,RUS,Women,Basketball,Basketball,basketball,2004&2008
Kyung-Kap Min,KOR,Men,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),1992
Elise Rechichi,AUS,Women,Sailing,Sailing,470 - Two Person Dinghy,2008
Anca Grigoras,ROU,Women,Gymnastics,Artistic G.,team competition,1976
Lars Riedel,GER,Men,Athletics,Athletics,discus throw,1996&2000
Peter Dawson,AUS,Men,Cycling,Cycling Track,Team Pursuit (4000m),2004
Amber Bradley,AUS,Women,Rowing,Rowing,quadruple sculls without coxswain (4x),2004
Maria Krioutchkova,RUS,Women,Gymnastics,Artistic G.,team competition,2004
Tobias Frank,FRG,Men,Hockey,Hockey,hockey,1984&1988
Herman J.R. Jr. Reid,USA,Men,Basketball,Basketball,basketball,1988
Viktor Ugryumov,URS,Men,Equestrian,Dressage,individual&team,1980
Myong Suk Kim,PRK,Women,Volleyball,Volleyball,volleyball,1972
Birte Weigang,GDR,Women,Aquatics,Swimming,100m butterfly&200m butterfly&4x100m medley relay,1988
Ilija Lupulesku,YUG,Men,Table Tennis,Table Tennis,doubles,1988
Rebecca Lynne Twigg,USA,Women,Cycling,Cycling Road&Cycling Track,individual road race&individual pursuit,1984&1992
Igor Basinski,URS,Men,Shooting,Shooting,50m pistol (60 shots)&10m air pistol (60 shots),1988&1996&2000
Robert Taylor,USA,Men,Athletics,Athletics,100m&4x100m relay,1972
Dong-Joo Kim,KOR,Men,Baseball,Baseball,baseball,2000
Nadezhda Rozgon,URS,Women,Rowing,Rowing,eight with coxswain (8+),1976
Robert Dill-bundi,SUI,Men,Cycling,Cycling Track,Individual Pursuit,1980
Peter Blange,NED,Men,Volleyball,Volleyball,volleyball,1992&1996
Aniopi Melidoni,GRE,Women,Aquatics,Water polo,water polo,2004
Igor Ponomarev,URS,Men,Football,Football,football,1988
Boris Franz Becker,GER,Men,Tennis,Tennis,doubles,1992
Vladimir Dolgov,URS,Men,Aquatics,Swimming,100m backstroke,1980
Violeta Szekely,ROU,Women,Athletics,Athletics,1500m,2000
Szilvia Szabo,HUN,Women,Canoe,Canoe,K-2 500m (kayak double)&K-4 500m (kayak four),2000&2004
Igor Tselovalnikov,URS,Men,Cycling,Cycling Track,2000m tandem,1972
Vladimir Shestakov,URS,Men,Judo,Judo,78 - 86kg (middleweight),1988
Christine Ahmann-leighton,USA,Women,Aquatics,Swimming,100m butterfly&4x100m freestyle relay&4x100m medley relay,1992
Alexei Michine,RUS,Men,Wrestling,Wrestling Gre-R,74 - 84kg,2004
Viola Odebrecht,GER,Women,Football,Football,football,2004
Christian Cantwell,USA,Men,Athletics,Athletics,shot put,2008
Axel Hager,GER,Men,Volleyball,Beach volley.,beach volleyball,2000
Michael Diamond,AUS,Men,Shooting,Shooting,trap (125 targets),1996&2000
David Prinosil,GER,Men,Tennis,Tennis,doubles,1996
Bashir Khalid,PAK,Men,Hockey,Hockey,hockey,1992
Bojana Radulovics,HUN,Women,Handball,Handball,handball,2000
Frederique Jossinet,FRA,Women,Judo,Judo,- 48 kg,2004
Patricia Joan Davies,ZIM,Women,Hockey,Hockey,hockey,1980
Roxana Daniela Dumitrescu,ROU,Women,Fencing,Fencing,foil team,1992
Alexander Korneev,RUS,Men,Volleyball,Volleyball,volleyball,2008
Wilson Boit Kipketer,KEN,Men,Athletics,Athletics,3000m steeplechase,2000
Xiao-Ping Li,CHN,Men,Gymnastics,Artistic G.,team competition,1984
Daniela Baumer,SUI,Women,Canoe,Canoe,K-4 500m (kayak four),1996
Galina Prozumenschikova-stepanova,URS,Women,Aquatics,Swimming,100m breaststroke&200m breaststroke,1972
Emilie Heymans,CAN,Women,Aquatics,Diving,synchronized diving 10m platform&10m platform,2000&2004&2008
Bryan Eric Ivie,USA,Men,Volleyball,Volleyball,volleyball,1992
Bjorn Goldschmidt,GER,Men,Canoe,Canoe,K-4 1000m (kayak four),2008
Roelof Johan Luynenburg,NED,Men,Rowing,Rowing,coxless pair (2-),1972
Angelika Hellmann,GDR,Women,Gymnastics,Artistic G.,team competition,1972&1976
Roberto Sensini,ARG,Men,Football,Football,football,1996
Birgit Fischer,GDR,Women,Canoe,Canoe,K-1 500m (kayak single)&K-2 500m (kayak double)&K-4 500m (kayak four),1980&1988&1992&1996&2000&2004
Alexei Bell,CUB,Men,Baseball,Baseball,baseball,2008
Yurik Sarkisian,URS,Men,Weightlifting,Weightlifting,- 56kg total (bantamweight),1980
Claudia Burkart,ARG,Women,Hockey,Hockey,hockey,2004&2008
Kimberly Grace Ruddins,USA,Women,Volleyball,Volleyball,volleyball,1984
Klaus Gruner,GDR,Men,Handball,Handball,handball,1980
Michael Jon O'brien,USA,Men,Aquatics,Swimming,1500m freestyle,1984
Stoyan Deltchev,BUL,Men,Gymnastics,Artistic G.,horizontal bar&individual all-round,1980
Philip Waruinge,KEN,Men,Boxing,Boxing,54 - 57kg (featherweight),1972
Jeff Stevens,USA,Men,Baseball,Baseball,baseball,2008
Aleksandar Petrovic,YUG,Men,Basketball,Basketball,basketball,1984
Ilke Wyludda,GER,Women,Athletics,Athletics,discus throw,1996
Irina Rodriguez,ESP,Women,Aquatics,Synchronized S.,team,2008
Marieke Van drogenbroek,NED,Women,Rowing,Rowing,eight with coxswain (8+),1984
Kyung Seok Kim,KOR,Men,Hockey,Hockey,hockey,2000
Monique Hennagan,USA,Women,Athletics,Athletics,4x400m relay,2000&2004
Matthew Mitcham,AUS,Men,Aquatics,Diving,10m platform,2008
Gianni De magistris,ITA,Men,Aquatics,Water polo,water polo,1976
Nerguy Enkhbat,MGL,Men,Boxing,Boxing,57 - 60kg (lightweight),1988
Arto Harkonen,FIN,Men,Athletics,Athletics,javelin throw,1984
Ismo Kalevi Falck,FIN,Men,Archery,Archery,team (FITA Olympic round - 70m),1992
Oksana Tsyhuleva,UKR,Women,Gymnastics,Trampoline,individual,2000
Vadims Vasilevskis,LAT,Men,Athletics,Athletics,javelin throw,2004
Raffaello Leonardo,ITA,Men,Rowing,Rowing,four without coxswain (4-),2004
Andrea Peron,ITA,Men,Cycling,Cycling Road,team time trial,1992
Elizabeth Wagstaff,USA,Women,Aquatics,Swimming,4x100m medley relay,1992
Liubomir Liubenov,BUL,Men,Canoe,Canoe,C-1 1000m (canoe single)&C-1 500m (canoe single),1980
Steffen Blochwitz,GDR,Men,Cycling,Cycling Track,Team Pursuit (4000m),1988
Takuro Fujii,JPN,Men,Aquatics,Swimming,4x100m medley relay,2008
David Andrew Jenkins,GBR,Men,Athletics,Athletics,4x400m relay,1972
Viacheslav Chukanov,URS,Men,Equestrian,Jumping,team,1980
Ibrahim Bilali,KEN,Men,Boxing,Boxing,48 - 51kg (flyweight),1984
Kelly Anne Rickon,USA,Women,Rowing,Rowing,quadruple sculls with coxswain (4x),1984
Olga Kharlan,UKR,Women,Fencing,Fencing,sabre team,2008
Susan Marie Rojcewicz,USA,Women,Basketball,Basketball,basketball,1976
Ji-Hyun Song,KOR,Women,Handball,Handball,handball,1988
Lance Robert Bassham,USA,Men,Shooting,Shooting,50m rifle 3 positions (3x40 shots),1972&1976
Aleksandr Marchenko,URS,Men,Rowing,Rowing,double sculls (2x),1988
Olga Zubareva,URS,Women,Handball,Handball,handball,1980
Peter Luther,FRG,Men,Equestrian,Jumping,team,1984
Junxia Wang,CHN,Women,Athletics,Athletics,10000m&5000m,1996
Laszlo Klinga,HUN,Men,Wrestling,Wrestling Free.,52 - 57kg (bantamweight),1972
Jingyu Wu,CHN,Women,Taekwondo,Taekwondo,- 49 kg,2008
Bair Badenov,RUS,Men,Archery,Archery,individual (FITA Olympic round - 70m),2008
Mary-Lou Retton,USA,Women,Gymnastics,Artistic G.,floor exercises&individual all-round&team competition&uneven bars&vault,1984
Robyn Grey-gardner,AUS,Women,Rowing,Rowing,four-oared shell with coxswain (4-),1984
Sylvia Fowles,USA,Women,Basketball,Basketball,basketball,2008
Jasmina Perazic,YUG,Women,Basketball,Basketball,basketball,1980
Tommy Karls,SWE,Men,Canoe,Canoe,K-4 1000m (kayak four),1984
Oana Ban,ROU,Women,Gymnastics,Artistic G.,team competition,2004
Taras Khtey,RUS,Men,Volleyball,Volleyball,volleyball,2004
Xiuyun Zhang,CHN,Women,Rowing,Rowing,double sculls (2x),1996
Haifeng Fu,CHN,Men,Badminton,Badminton,doubles,2008
Valeriy Borchin,RUS,Men,Athletics,Athletics,20km walk,2008
Sigfus Sigurdsson,ISL,Men,Handball,Handball,handball,2008
Tamasne Zsembery,HUN,Women,Handball,Handball,handball,2000
Hanka Kupfernagel,GER,Women,Cycling,Cycling Road,individual road race,2000
Georgiy Tsybulnikov,RUS,Men,Canoe,Canoe,K-4 1000m (kayak four),1996
Razvan Ionut Florea,ROU,Men,Aquatics,Swimming,200m backstroke,2004
Maike Nollen,GER,Women,Canoe,Canoe,K-4 500m (kayak four),2004
Xiao-Qin Li,CHN,Women,Basketball,Basketball,basketball,1984
Mark Zabel,GER,Men,Canoe,Canoe,K-4 1000m (kayak four),1996&2000&2004
Joanna Hayes,USA,Women,Athletics,Athletics,100m hurdles,2004
Juan Ignacio Sanchez,ARG,Men,Basketball,Basketball,basketball,2004
Maria Koleva,BUL,Women,Gymnastics,Rhythmic G.,group competition,1996
Hans-JYrgen Hehn,FRG,Men,Fencing,Fencing,Zpze individual&Zpze team,1976
Silvia Germanova,BUL,Women,Basketball,Basketball,basketball,1980
Rolf Peterson,SWE,Men,Canoe,Canoe,K-1 1000m (kayak single),1972
Udo Wagner,GDR,Men,Fencing,Fencing,foil individual&foil team,1988&1992
Hector Pineda,ARG,Men,Football,Football,football,1996
Tomas Herrera martinez,CUB,Men,Basketball,Basketball,basketball,1972
Fred Scarlett,GBR,Men,Rowing,Rowing,eight with coxswain (8+),2000
Fernando Romay pereiro,ESP,Men,Basketball,Basketball,basketball,1984
Charles Austin,USA,Men,Athletics,Athletics,high jump,1996
Chantelle Newbery,AUS,Women,Aquatics,Diving,10m platform&synchronized diving 3m springboard,2004
Ying He,CHN,Women,Archery,Archery,individual (FITA Olympic round - 70m)&team (FITA Olympic round - 70m),1996&2004
Ulrich Kirchhoff,GER,Men,Equestrian,Jumping,individual&team,1996
Louis Attrill,GBR,Men,Rowing,Rowing,eight with coxswain (8+),2000
Rainer Strohbach,GDR,Men,Aquatics,Swimming,4x200m freestyle relay,1980
Anders Holmertz,SWE,Men,Aquatics,Swimming,200m freestyle&400m freestyle&4x200m freestyle relay,1988&1992&1996
Dmitry Berestov,RUS,Men,Weightlifting,Weightlifting,105kg,2004
Andrei Balashov,URS,Men,Sailing,Sailing,single-handed dinghy (Finn),1976&1980
Stanislav Eremin,URS,Men,Basketball,Basketball,basketball,1980
Kathryn Hallowell Kusner,USA,Women,Equestrian,Jumping,team,1972
Ianina Batyrchina,RUS,Women,Gymnastics,Rhythmic G.,individual all-round,1996
Frederik Deburghgraeve,BEL,Men,Aquatics,Swimming,100m breaststroke,1996
Sven Riederer,SUI,Men,Triathlon,Triathlon,Individual,2004
Charles Barry Weitzenberg,USA,Men,Aquatics,Water polo,water polo,1972
James Cunningham Wofford,USA,Men,Equestrian,Eventing,team,1972
Pamela Greene-jiles,USA,Women,Athletics,Athletics,4x400m relay,1976
Mercedes Calderon martinez,CUB,Women,Volleyball,Volleyball,volleyball,1992
Craig Stevens,AUS,Men,Aquatics,Swimming,4x200m freestyle relay,2004
Milorad Krivokapic,YUG,Men,Aquatics,Water polo,water polo,1980&1984
Peter Abay,HUN,Men,Fencing,Fencing,sabre team,1992
Philippe Boisse,FRA,Men,Fencing,Fencing,Zpze team&Zpze individual,1980&1984
Johnny Lee Jr Gray,USA,Men,Athletics,Athletics,800m,1992
Rita Louise Crockett,USA,Women,Volleyball,Volleyball,volleyball,1984
Pawel Baraszkiewicz,POL,Men,Canoe,Canoe,C-2 500m (canoe double),2000
Jorge Gutierrez,CUB,Men,Boxing,Boxing,71-75kg,2000
Sebastian Koeber,GER,Men,Boxing,Boxing,81 - 91kg (heavyweight),2000
Nathan Adrian,USA,Men,Aquatics,Swimming,4x100m freestyle relay,2008
Todd Pearson,AUS,Men,Aquatics,Swimming,4x100m freestyle relay&4x200m freestyle relay,2000&2004
Gina Torrealva,PER,Women,Volleyball,Volleyball,volleyball,1988
Pavlo Khnykin,EUN,Men,Aquatics,Swimming,4x100m freestyle relay&4x100m medley relay,1992
Vania Gesheva,BUL,Women,Canoe,Canoe,K-1 500m (kayak single),1980
Leonard III Wood,USA,Men,Basketball,Basketball,basketball,1984
Vladimir Novikov,URS,Men,Gymnastics,Artistic G.,team competition,1988
Andrea Parenti,ITA,Men,Archery,Archery,team (FITA Olympic round - 70m),1996
Maricel Voinea,ROU,Men,Handball,Handball,handball,1980&1984
Erika Meszaros,HUN,Women,Canoe,Canoe,K-4 500m (kayak four),1988&1992
Hassan Manzoor,PAK,Men,Hockey,Hockey,hockey,1976
Andrzej Golota,POL,Men,Boxing,Boxing,81 - 91kg (heavyweight),1988
Ledis Frank Balceiro pajon,CUB,Men,Canoe,Canoe,C-2 500m (canoe double),2004
Silke Mueller,GER,Women,Hockey,Hockey,hockey,2004
Clemente Russo,ITA,Men,Boxing,Boxing,81 - 91kg (heavyweight),2008
Yue-Fang Chen,CHN,Women,Basketball,Basketball,basketball,1984
Maryna Vergelyuk,UKR,Women,Handball,Handball,handball,2004
Kenichi Yumoto,JPN,Men,Wrestling,Wrestling Free.,55 - 60kg,2008
Vladimir Semenets,URS,Men,Cycling,Cycling Track,2000m tandem,1972
Antun Josipovic,YUG,Men,Boxing,Boxing,75 - 81kg (light-heavyweight),1984
Michiko Shiokawa,JPN,Women,Volleyball,Volleyball,volleyball,1972
Julia Smit,USA,Women,Aquatics,Swimming,4x100m freestyle relay&4x200m freestyle relay,2008
Kai Wen Tan,USA,Men,Gymnastics,Artistic G.,team competition,2008
Daniel Irimiciuc,ROU,Men,Fencing,Fencing,sabre team,1976
Joel Casamayor johnson,CUB,Men,Boxing,Boxing,51 - 54kg (bantamweight),1992
Doris Maletzki,GDR,Women,Athletics,Athletics,4x400m relay,1976
Manfred Zielonka,FRG,Men,Boxing,Boxing,67 - 71kg (light-middleweight),1984
Goran Vujevic,YUG,Men,Volleyball,Volleyball,volleyball,1996&2000
Kylie Palmer,AUS,Women,Aquatics,Swimming,4x200m freestyle relay,2008
Igor Valetov,URS,Men,Fencing,Fencing,Zpze team,1972
Thurman Borren,NZL,Men,Hockey,Hockey,hockey,1976
Ezekiel Kemboi,KEN,Men,Athletics,Athletics,3000m steeplechase,2004
Gete Wami,ETH,Women,Athletics,Athletics,10000m&5000m,1996&2000
Vladimir Sujster,CRO,Men,Handball,Handball,handball,1996
Elena Dmitrieva,RUS,Women,Handball,Handball,handball,2008
Jiri Adam,TCH,Men,Modern Pentathlon,Modern Pentath.,Team competition,1976
Oscar Francisco Salazar blanco,MEX,Men,Taekwondo,Taekwondo,- 58 kg,2004
Gabriel Garcia,ESP,Men,Football,Football,football,2000
Myong Nam Kim,PRK,Men,Weightlifting,Weightlifting,67.5 - 75kg total (middleweight)&64 - 70kg total (lightweight),1992&1996
Jue-Feng Zhu,CHN,Women,Handball,Handball,handball,1984
Alla Grishchenkova,URS,Women,Aquatics,Swimming,4x100m medley relay,1980
Christian Schulte,GER,Men,Hockey,Hockey,hockey,2004
Ulrich Kons,GDR,Men,Rowing,Rowing,eight with coxswain (8+),1980
Lautaro Acosta,ARG,Men,Football,Football,football,2008
Michael Boit,KEN,Men,Athletics,Athletics,800m,1972
William Edwin Scherr,USA,Men,Wrestling,Wrestling Free.,90 - 100kg (heavyweight),1988
Tsvetana Bozhurina,BUL,Women,Volleyball,Volleyball,volleyball,1980
Elena Kruglova,URS,Women,Aquatics,Swimming,4x100m medley relay,1980
Sante Marsili,ITA,Men,Aquatics,Water polo,water polo,1976
Jose Ariel Contreras,CUB,Men,Baseball,Baseball,baseball,1996&2000
Patty Cardenas,USA,Women,Aquatics,Water polo,water polo,2008
Deron Williams,USA,Men,Basketball,Basketball,basketball,2008
Marcin Jalocha,POL,Men,Football,Football,football,1992
Harriet Van ettekoven,NED,Women,Rowing,Rowing,eight with coxswain (8+),1984
Ray Allen,USA,Men,Basketball,Basketball,basketball,2000
Mandy Haase,GER,Women,Hockey,Hockey,hockey,2004
Barbara Armbrust,CAN,Women,Rowing,Rowing,four-oared shell with coxswain (4-),1984
Yoelvis Quesada,CUB,Men,Athletics,Athletics,triple jump,1996
Valner Frankovic,CRO,Men,Handball,Handball,handball,1996
Dieter Below,GDR,Men,Sailing,Sailing,fleet/match race keelboat open (Soling),1976
Zorica Vojinovic,YUG,Women,Handball,Handball,handball,1980
Anne Meygret,FRA,Women,Fencing,Fencing,foil team,1984
Kenneth Alan Carr,USA,Men,Basketball,Basketball,basketball,1976
Yuriorkis Gamboa toledano,CUB,Men,Boxing,Boxing,48 - 51kg (flyweight),2004
Julien Absalon,FRA,Men,Cycling,Mountain Bike,cross-country,2004&2008
Douglas Hamilton,CAN,Men,Rowing,Rowing,quadruple sculls without coxswain (4x),1984
Marita Koch,GDR,Women,Athletics,Athletics,400m&4x400m relay,1980
Jennifer Mcfalls,USA,Women,Softball,Softball,softball,2000
Stephon Marbury,USA,Men,Basketball,Basketball,basketball,2004
Carl Lewis,USA,Men,Athletics,Athletics,100m&200m&4x100m relay&long jump,1984&1988&1992&1996
Valentin Robu,ROU,Men,Rowing,Rowing,four-oared shell with coxswain (4-)&eight with coxswain (8+),1988&1992
Daniele Scarpa,ITA,Men,Canoe,Canoe,K-2 1000m (kayak double)&K-2 500m (kayak double),1996
Cristian Malmagro,ESP,Men,Handball,Handball,handball,2008
Richard Egington,GBR,Men,Rowing,Rowing,eight with coxswain (8+),2008
Emmanuel Callender,TRI,Men,Athletics,Athletics,4x100m relay,2008
Arto Bryggare,FIN,Men,Athletics,Athletics,110m hurdles,1984
Gloria Kemasuode,NGR,Women,Athletics,Athletics,4x100m relay,2008
Margaret Dingeldein,USA,Women,Aquatics,Water polo,water polo,2004
Matteo Ferrari,ITA,Men,Football,Football,football,2004
Rob Grabert,NED,Men,Volleyball,Volleyball,volleyball,1996
Alvin Cyrrale Robertson,USA,Men,Basketball,Basketball,basketball,1984
Bertrand Damaisin,FRA,Men,Judo,Judo,71 - 78kg (half-middleweight),1992
Reginald J. White,GBR,Men,Sailing,Sailing,Tornado - Multihull,1976
Fermin Cacho ruiz,ESP,Men,Athletics,Athletics,1500m,1992&1996
Alekseij Svirin,RUS,Men,Rowing,Rowing,quadruple sculls without coxswain (4x),2004
Cornelius Charles,IND,Men,Hockey,Hockey,hockey,1972
Igor Sklyarov,URS,Men,Football,Football,football,1988
Saleem Sherwani,PAK,Men,Hockey,Hockey,hockey,1972&1976&1984
HENDRAWAN,INA,Men,Badminton,Badminton,singles,2000
Sandra Azon,ESP,Women,Sailing,Sailing,470 - Two Person Dinghy,2004
Lidewij Welten,NED,Women,Hockey,Hockey,hockey,2008
Anja Kluge,GDR,Women,Rowing,Rowing,eight with coxswain (8+),1988
Ilario Di buo',ITA,Men,Archery,Archery,team (FITA Olympic round - 70m),2008
Gian Matteo Ranzi,ITA,Men,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),1972
Luca Sacchi,ITA,Men,Aquatics,Swimming,400m individual medley,1992
Yue Sun,CHN,Women,Volleyball,Volleyball,volleyball,1996
Blazenko Lackovic,CRO,Men,Handball,Handball,handball,2004
Anna Szanto,HUN,Women,Handball,Handball,handball,1996
David Barrufet,ESP,Men,Handball,Handball,handball,2000&2008
Christopher Cairns,AUS,Men,Sailing,Sailing,Tornado - Multihull,1984
Giuseppe Porzio,ITA,Men,Aquatics,Water polo,water polo,1992
Karen Marsden,AUS,Women,Hockey,Hockey,hockey,1996
Bjorn Johansson,SWE,Men,Cycling,Cycling Road,team time trial,1988
Obadele Thompson,BAR,Men,Athletics,Athletics,100m,2000
Laura Lopez,ESP,Women,Aquatics,Synchronized S.,team,2008
Thomas Theodore Jefferson,USA,Men,Athletics,Athletics,200m,1984
Desi Reijers,NED,Women,Aquatics,Swimming,4x100m freestyle relay,1984
Andreas Schulz,GDR,Men,Rowing,Rowing,four-oared shell with coxswain (4-),1976
